Position  (cm)	Ecb (eV)	Evb (eV)	Efn (eV)	Efp (eV)
3.07226958387434e-05	-4.49999999942486	-6.09999999942486	-4.59999999999964	-4.59879184819843
3.09119495846044e-05	-4.49999999950512	-6.09999999950512	-4.59999999999965	-4.59881707341578
3.10990194697529e-05	-4.49999999957343	-6.09999999957343	-4.59999999999965	-4.59884198300809
3.12838859882607e-05	-4.49999999963166	-6.09999999963166	-4.59999999999966	-4.59886657527768
3.14665309230933e-05	-4.49999999968138	-6.09999999968138	-4.59999999999967	-4.59889084871142
3.16469373439094e-05	-4.49999999972389	-6.09999999972389	-4.59999999999968	-4.59891480195556
3.18250896036514e-05	-4.49999999976029	-6.09999999976029	-4.59999999999968	-4.5989384338214
3.20009733339427e-05	-4.49999999979152	-6.09999999979152	-4.59999999999969	-4.59896174328754
3.21745754393153e-05	-4.49999999981834	-6.09999999981834	-4.5999999999997	-4.59898472949615
3.23458840902861e-05	-4.49999999984142	-6.09999999984142	-4.5999999999997	-4.59900739172451
3.25148887153085e-05	-4.49999999986131	-6.09999999986131	-4.59999999999971	-4.59902972944556
3.26815799916209e-05	-4.49999999987848	-6.09999999987848	-4.59999999999972	-4.59905174225316
3.28459498350185e-05	-4.49999999989332	-6.09999999989332	-4.59999999999972	-4.59907342991417
3.30079913885766e-05	-4.49999999990618	-6.09999999990618	-4.59999999999973	-4.59909479234994
3.31676990103517e-05	-4.49999999991733	-6.09999999991733	-4.59999999999973	-4.59911582961209
3.33250682600905e-05	-4.49999999992702	-6.09999999992702	-4.59999999999974	-4.59913654191648
3.34800958849762e-05	-4.49999999993545	-6.09999999993545	-4.59999999999975	-4.59915692961172
3.36327798044444e-05	-4.4999999999428	-6.0999999999428	-4.59999999999975	-4.59917699318649
3.3783119094099e-05	-4.49999999994921	-6.09999999994921	-4.59999999999976	-4.599196733285
3.39311139687623e-05	-4.49999999995482	-6.09999999995482	-4.59999999999976	-4.5992161506685
3.40767657646916e-05	-4.49999999995974	-6.09999999995974	-4.59999999999977	-4.59923524624947
3.42200769209976e-05	-4.49999999996405	-6.09999999996405	-4.59999999999977	-4.59925402104331
3.43610509602988e-05	-4.49999999996784	-6.09999999996784	-4.59999999999978	-4.59927247622083
3.44996924686471e-05	-4.49999999997117	-6.09999999997117	-4.59999999999979	-4.5992906130629
3.46360070747612e-05	-4.49999999997411	-6.09999999997412	-4.59999999999979	-4.59930843297079
3.47700014286038e-05	-4.49999999997671	-6.09999999997671	-4.5999999999998	-4.59932593747754
3.49016831793381e-05	-4.49999999997901	-6.09999999997901	-4.5999999999998	-4.59934312821923
3.50310609527029e-05	-4.49999999998105	-6.09999999998105	-4.59999999999981	-4.59936000694418
3.51581443278405e-05	-4.49999999998285	-6.09999999998285	-4.59999999999981	-4.59937657551717
3.52829438136175e-05	-4.49999999998446	-6.09999999998446	-4.59999999999982	-4.59939283589989
3.5405470824473e-05	-4.49999999998589	-6.09999999998589	-4.59999999999982	-4.59940879015649
3.55257376558344e-05	-4.49999999998716	-6.09999999998716	-4.59999999999983	-4.59942444046292
3.56437574591355e-05	-4.4999999999883	-6.0999999999883	-4.59999999999983	-4.59943978907406
3.5759544216476e-05	-4.49999999998932	-6.09999999998932	-4.59999999999984	-4.59945483834654
3.58731127149583e-05	-4.49999999999023	-6.09999999999023	-4.59999999999984	-4.59946959072403
3.59844785207391e-05	-4.49999999999105	-6.09999999999105	-4.59999999999984	-4.59948404873636
3.60936579528314e-05	-4.49999999999179	-6.09999999999179	-4.59999999999985	-4.5994982149901
3.62006680566941e-05	-4.49999999999245	-6.09999999999245	-4.59999999999985	-4.59951209218128
3.63055265776447e-05	-4.49999999999305	-6.09999999999305	-4.59999999999986	-4.5995256830783
3.64082519341291e-05	-4.49999999999359	-6.09999999999359	-4.59999999999986	-4.59953899050761
3.65088631908859e-05	-4.49999999999408	-6.09999999999408	-4.59999999999986	-4.5995520173831
3.66073800320368e-05	-4.49999999999452	-6.09999999999452	-4.59999999999987	-4.59956476667385
3.67038227341389e-05	-4.49999999999492	-6.09999999999492	-4.59999999999987	-4.5995772414154
3.67982121392297e-05	-4.49999999999529	-6.09999999999529	-4.59999999999988	-4.59958944469845
